Time (d), pH-MC1, Time (d), DO-MC1, Time (d), pH-MC2, Time (d), DO-MC2
   7.682488,  7.32,    7.564502,  7.29,    7.682651,  7.29,    7.682697,  7.42
   7.689433,  7.32,    7.571447,  7.30,    7.689595,  7.29,    7.689641,  7.42
   7.696377,  7.31,    7.578391,  7.29,    7.696539,  7.29,    7.696586,  7.41
   7.703322,  7.32,    7.585336,  7.28,    7.703484,  7.29,    7.703530,  7.41
   7.710266,  7.32,    7.592280,  7.28,    7.710428,  7.29,    7.710474,  7.41
   7.717211,  7.32,    7.599225,  7.28,    7.717373,  7.29,    7.717419,  7.41
   7.724155,  7.32,    7.606169,  7.28,    7.724317,  7.29,    7.724363,  7.41
   7.731100,  7.31,    7.613113,  7.27,    7.731262,  7.29,    7.731308,  7.41
   7.738044,  7.32,    7.620058,  7.28,    7.738206,  7.29,    7.738264,  7.41
   7.744988,  7.32,    7.627002,  7.26,    7.745151,  7.29,    7.745197,  7.40
   7.751933,  7.32,    7.633947,  7.28,    7.752095,  7.29,    7.752141,  7.41
   7.758877,  7.32,    7.640891,  7.27,    7.759039,  7.29,    7.759086,  7.41
   7.765822,  7.32,    7.647836,  7.28,    7.765984,  7.29,    7.766030,  7.41
   7.772766,  7.32,    7.654780,  7.28,    7.772928,  7.29,    7.772974,  7.41
   7.779711,  7.32,    7.661725,  7.26,    7.779873,  7.29,    7.779919,  7.41
   7.786655,  7.32,    7.668669,  7.27,    7.786817,  7.29,    7.786863,  7.41
   7.793600,  7.32,    7.675613,  7.27,    7.793762,  7.29,    7.793808,  7.41
   7.800544,  7.32,    7.682558,  7.27,    7.800706,  7.29,    7.800752,  7.41
   7.807488,  7.32,    7.689502,  7.28,    7.807651,  7.29,    7.807697,  7.42
   7.814433,  7.32,    7.696447,  7.27,    7.814595,  7.29,    7.814641,  7.41
   7.821377,  7.32,    7.703391,  7.27,    7.821539,  7.29,    7.821586,  7.41
   7.828322,  7.32,    7.710336,  7.27,    7.828484,  7.29,    7.828530,  7.42
   7.835266,  7.32,    7.717280,  7.27,    7.835428,  7.29,    7.835474,  7.41
   7.842211,  7.32,    7.724225,  7.26,    7.842373,  7.29,    7.842419,  7.42
   7.849155,  7.32,    7.731169,  7.26,    7.849317,  7.29,    7.849363,  7.42
   7.856100,  7.32,    7.738113,  7.27,    7.856262,  7.29,    7.856308,  7.41
   7.863044,  7.32,    7.745058,  7.26,    7.863206,  7.29,    7.863252,  7.41
   7.869988,  7.32,    7.752002,  7.26,    7.870151,  7.29,    7.870197,  7.42
   7.876933,  7.32,    7.758947,  7.26,    7.877095,  7.29,    7.877141,  7.41
   7.883877,  7.32,    7.765891,  7.27,    7.884039,  7.29,    7.884086,  7.42
   7.890822,  7.32,    7.772836,  7.27,    7.890984,  7.29,    7.891030,  7.42
   7.897766,  7.32,    7.779780,  7.27,    7.897928,  7.29,    7.897974,  7.42
   7.904711,  7.32,    7.786725,  7.27,    7.904873,  7.29,    7.904919,  7.42
   7.911655,  7.32,    7.793669,  7.25,    7.911817,  7.29,    7.911863,  7.41
   7.918600,  7.32,    7.800613,  7.27,    7.918762,  7.30,    7.918808,  7.42
   7.925544,  7.32,    7.807558,  7.27,    7.925706,  7.29,    7.925752,  7.42
   7.932488,  7.32,    7.814502,  7.26,    7.932651,  7.30,    7.932697,  7.41
   7.939433,  7.32,    7.821447,  7.27,    7.939595,  7.30,    7.939641,  7.42
   7.946377,  7.32,    7.828391,  7.27,    7.946539,  7.30,    7.946586,  7.42
   7.953322,  7.32,    7.835336,  7.27,    7.953484,  7.30,    7.953530,  7.42
   7.960266,  7.32,    7.842280,  7.27,    7.960428,  7.30,    7.960474,  7.42
   7.967211,  7.32,    7.849225,  7.27,    7.967373,  7.30,    7.967419,  7.42
   7.974155,  7.32,    7.856169,  7.27,    7.974317,  7.30,    7.974363,  7.42
   7.981100,  7.32,    7.863113,  7.27,    7.981262,  7.30,    7.981308,  7.42
   7.988044,  7.32,    7.870058,  7.27,    7.988206,  7.30,    7.988252,  7.42
   7.994988,  7.32,    7.877002,  7.27,    7.995151,  7.30,    7.995197,  7.42
   8.001933,  7.32,    7.883947,  7.27,    8.002095,  7.30,    8.002141,  7.42
   8.008878,  7.32,    7.890891,  7.27,    8.009039,  7.30,    8.009086,  7.42
   8.015821,  7.32,    7.897836,  7.28,    8.015984,  7.30,    8.016030,  7.42
   8.022766,  7.32,    7.904780,  7.27,    8.022928,  7.30,    8.022975,  7.43
   8.029711,  7.32,    7.911725,  7.27,    8.029873,  7.30,    8.029919,  7.43
   8.036655,  7.32,    7.918669,  7.27,    8.036818,  7.30,    8.036863,  7.42
   8.043599,  7.32,    7.925613,  7.27,    8.043761,  7.30,    8.043808,  7.42
   8.050544,  7.32,    7.932558,  7.26,    8.050706,  7.30,    8.050753,  7.42
   8.057488,  7.32,    7.939502,  7.27,    8.057651,  7.30,    8.057696,  7.43
   8.064433,  7.32,    7.946447,  7.26,    8.064595,  7.30,    8.064641,  7.42
   8.071378,  7.32,    7.953391,  7.27,    8.071539,  7.30,    8.071586,  7.43
   8.078321,  7.32,    7.960336,  7.27,    8.078484,  7.30,    8.078530,  7.43
   8.085266,  7.32,    7.967280,  7.27,    8.085428,  7.30,    8.085475,  7.42
   8.092211,  7.32,    7.974225,  7.27,    8.092373,  7.30,    8.092419,  7.42
   8.099155,  7.32,    7.981169,  7.27,    8.099318,  7.30,    8.099363,  7.42
   8.106099,  7.32,    7.988113,  7.27,    8.106261,  7.30,    8.106308,  7.42
   8.113044,  7.32,    7.995058,  7.27,    8.113206,  7.30,    8.113253,  7.42
   8.119988,  7.32,    8.002003,  7.27,    8.120151,  7.30,    8.120196,  7.42
   8.126933,  7.32,    8.008946,  7.27,    8.127095,  7.30,    8.127141,  7.42
   8.133878,  7.32,    8.015891,  7.27,    8.134039,  7.30,    8.134086,  7.42
   8.140821,  7.32,    8.022836,  7.27,    8.140984,  7.30,    8.141030,  7.43
   8.147766,  7.32,    8.029780,  7.27,    8.147928,  7.30,    8.147975,  7.43
   8.154711,  7.32,    8.036724,  7.28,    8.154873,  7.30,    8.154919,  7.42
   8.161655,  7.32,    8.043669,  7.28,    8.161818,  7.30,    8.161863,  7.43
   8.168599,  7.32,    8.050613,  7.27,    8.168761,  7.30,    8.168808,  7.43
   8.175544,  7.32,    8.057558,  7.27,    8.175706,  7.30,    8.175753,  7.43
   8.182488,  7.32,    8.064503,  7.27,    8.182651,  7.30,    8.182696,  7.43
   8.189433,  7.32,    8.071446,  7.28,    8.189595,  7.30,    8.189641,  7.43
   8.196378,  7.32,    8.078391,  7.25,    8.196539,  7.30,    8.196586,  7.43
   8.203321,  7.32,    8.085336,  7.27,    8.203484,  7.30,    8.203530,  7.43
   8.210266,  7.32,    8.092280,  7.27,    8.210428,  7.30,    8.210475,  7.43
   8.217211,  7.32,    8.099224,  7.27,    8.217373,  7.30,    8.217419,  7.44
   8.224155,  7.32,    8.106169,  7.27,    8.224318,  7.30,    8.224363,  7.44
   8.231099,  7.32,    8.113113,  7.27,    8.231261,  7.30,    8.231308,  7.44
   8.238044,  7.32,    8.120058,  7.27,    8.238206,  7.30,    8.238253,  7.44
   8.244988,  7.32,    8.127003,  7.27,    8.245151,  7.30,    8.245196,  7.45
   8.251933,  7.31,    8.133946,  7.27,    8.252095,  7.30,    8.252141,  7.44
   8.258878,  7.31,    8.140891,  7.27,    8.259039,  7.30,    8.259086,  7.45
   8.265821,  7.32,    8.147836,  7.28,    8.265984,  7.30,    8.266030,  7.44
   8.272766,  7.32,    8.154780,  7.28,    8.272928,  7.30,    8.272975,  7.45
   8.279711,  7.31,    8.161724,  7.27,    8.279873,  7.30,    8.279919,  7.45
   8.286655,  7.31,    8.168669,  7.27,    8.286818,  7.30,    8.286863,  7.45
   8.293599,  7.31,    8.175613,  7.28,    8.293761,  7.30,    8.293808,  7.45
   8.300544,  7.31,    8.182558,  7.25,    8.300706,  7.30,    8.300753,  7.46
   8.307488,  7.31,    8.189503,  7.28,    8.307651,  7.30,    8.307696,  7.45
   8.314433,  7.31,    8.196446,  7.27,    8.314595,  7.30,    8.314641,  7.45
   8.321378,  7.31,    8.203391,  7.28,    8.321539,  7.30,    8.321586,  7.46
   8.328321,  7.31,    8.210336,  7.28,    8.328484,  7.30,    8.328530,  7.46
   8.335266,  7.31,    8.217280,  7.29,    8.335428,  7.30,    8.335475,  7.46
   8.342211,  7.31,    8.224224,  7.28,    8.342373,  7.30,    8.342419,  7.46
   8.349155,  7.31,    8.231169,  7.29,    8.349318,  7.30,    8.349363,  7.47
   8.356099,  7.31,    8.238113,  7.29,    8.356261,  7.30,    8.356308,  7.46
   8.363044,  7.31,    8.245058,  7.29,    8.363206,  7.30,    8.363253,  7.46
   8.369988,  7.31,    8.252003,  7.29,    8.370151,  7.30,    8.370196,  7.47
   8.376933,  7.31,    8.258946,  7.30,    8.377095,  7.30,    8.377141,  7.46
   8.383878,  7.31,    8.265891,  7.29,    8.384039,  7.30,    8.384086,  7.46
   8.390821,  7.31,    8.272836,  7.30,    8.390984,  7.30,    8.391030,  7.47
   8.397766,  7.31,    8.279780,  7.29,    8.397928,  7.30,    8.397975,  7.47
   8.404711,  7.31,    8.286724,  7.29,    8.404873,  7.30,    8.404919,  7.47
   8.411655,  7.31,    8.293669,  7.30,    8.411818,  7.30,    8.411863,  7.47
   8.418599,  7.31,    8.300613,  7.30,    8.418761,  7.30,    8.418808,  7.47
   8.425544,  7.31,    8.307558,  7.30,    8.425706,  7.30,    8.425753,  7.47
   8.432488,  7.31,    8.314503,  7.30,    8.432651,  7.30,    8.432696,  7.47
   8.439433,  7.31,    8.321446,  7.30,    8.439595,  7.30,    8.439641,  7.47
   8.446378,  7.31,    8.328391,  7.29,    8.446539,  7.30,    8.446586,  7.46
   8.453321,  7.31,    8.335336,  7.30,    8.453484,  7.30,    8.453530,  7.47
   8.460266,  7.31,    8.342280,  7.30,    8.460428,  7.30,    8.460475,  7.47
   8.467211,  7.31,    8.349224,  7.30,    8.467373,  7.30,    8.467419,  7.47
   8.474155,  7.31,    8.356169,  7.31,    8.474318,  7.30,    8.474363,  7.47
   8.481099,  7.30,    8.363113,  7.31,    8.481261,  7.30,    8.481308,  7.47
   8.488044,  7.30,    8.370058,  7.30,    8.488206,  7.30,    8.488253,  7.47
   8.494988,  7.30,    8.377003,  7.31,    8.495151,  7.30,    8.495196,  7.47
   8.501933,  7.31,    8.383946,  7.30,    8.502095,  7.30,    8.502141,  7.47
   8.508878,  7.30,    8.390891,  7.30,    8.509039,  7.30,    8.509086,  7.47
   8.515821,  7.30,    8.397836,  7.30,    8.515984,  7.30,    8.516030,  7.47
   8.522766,  7.30,    8.404780,  7.30,    8.522928,  7.30,    8.522975,  7.47
   8.529711,  7.30,    8.411724,  7.30,    8.529873,  7.30,    8.529919,  7.47
   8.536655,  7.30,    8.418669,  7.31,    8.536818,  7.30,    8.536863,  7.46
   8.543599,  7.30,    8.425613,  7.30,    8.543761,  7.30,    8.543808,  7.46
   8.550544,  7.30,    8.432558,  7.29,    8.550706,  7.30,    8.550753,  7.47
   8.557488,  7.30,    8.439503,  7.31,    8.557651,  7.30,    8.557696,  7.46
   8.564433,  7.30,    8.446446,  7.31,    8.564595,  7.30,    8.564641,  7.47
   8.571378,  7.30,    8.453391,  7.31,    8.571539,  7.30,    8.571586,  7.47
   8.578321,  7.30,    8.460336,  7.32,    8.578484,  7.30,    8.578530,  7.46
   8.585266,  7.30,    8.467280,  7.33,    8.585428,  7.30,    8.585475,  7.46
   8.592211,  7.30,    8.474224,  7.33,    8.592373,  7.30,    8.592419,  7.46
   8.599155,  7.30,    8.481169,  7.32,    8.599318,  7.30,    8.599363,  7.46
   8.606099,  7.30,    8.488113,  7.33,    8.606261,  7.30,    8.606308,  7.46
   8.613044,  7.30,    8.495058,  7.32,    8.613206,  7.30,    8.613253,  7.46
   8.619988,  7.30,    8.502003,  7.33,    8.620151,  7.30,    8.620196,  7.46
   8.626933,  7.30,    8.508946,  7.33,    8.627095,  7.30,    8.627141,  7.46
   8.633878,  7.30,    8.515891,  7.32,    8.634039,  7.30,    8.634086,  7.46
   8.640821,  7.30,    8.522836,  7.33,    8.640984,  7.30,    8.641030,  7.47
   8.647766,  7.30,    8.529780,  7.33,    8.647928,  7.30,    8.647975,  7.46
   8.654711,  7.30,    8.536724,  7.33,    8.654873,  7.30,    8.654919,  7.47
   8.661655,  7.30,    8.543669,  7.32,    8.661818,  7.30,    8.661863,  7.47
   8.668599,  7.30,    8.550613,  7.32,    8.668761,  7.30,    8.668808,  7.47
   8.675544,  7.30,    8.557558,  7.32,    8.675706,  7.30,    8.675753,  7.47
   8.682488,  7.30,    8.564503,  7.33,    8.682651,  7.30,    8.682696,  7.47
   8.689433,  7.30,    8.571446,  7.32,    8.689595,  7.30,    8.689641,  7.47
   8.696378,  7.30,    8.578391,  7.33,    8.696539,  7.30,    8.696586,  7.47
   8.703321,  7.30,    8.585336,  7.33,    8.703484,  7.30,    8.703530,  7.47
   8.710266,  7.30,    8.592280,  7.32,    8.710428,  7.30,    8.710475,  7.48
   8.717211,  7.30,    8.599224,  7.32,    8.717373,  7.30,    8.717419,  7.47
   8.724155,  7.30,    8.606169,  7.32,    8.724318,  7.30,    8.724363,  7.47
   8.731099,  7.30,    8.613113,  7.33,    8.731261,  7.30,    8.731308,  7.48
   8.738044,  7.30,    8.620058,  7.33,    8.738206,  7.30,    8.738253,  7.47
   8.744988,  7.30,    8.627003,  7.33,    8.745151,  7.30,    8.745196,  7.47
   8.751933,  7.30,    8.633946,  7.33,    8.752095,  7.30,    8.752141,  7.48
   8.758878,  7.30,    8.640891,  7.33,    8.759039,  7.30,    8.759086,  7.48
   8.765821,  7.30,    8.647836,  7.33,    8.765984,  7.30,    8.766030,  7.48
   8.772766,  7.30,    8.654780,  7.33,    8.772928,  7.30,    8.772975,  7.48
   8.779711,  7.30,    8.661724,  7.33,    8.779873,  7.30,    8.779919,  7.48
   8.786655,  7.30,    8.668669,  7.33,    8.786818,  7.30,    8.786863,  7.47
   8.793599,  7.30,    8.675613,  7.33,    8.793761,  7.30,    8.793808,  7.48
   8.800544,  7.30,    8.682558,  7.34,    8.800706,  7.30,    8.800753,  7.48
   8.807488,  7.30,    8.689503,  7.33,    8.807651,  7.30,    8.807696,  7.48
   8.814433,  7.30,    8.696446,  7.33,    8.814595,  7.30,    8.814641,  7.48
   8.821378,  7.30,    8.703391,  7.33,    8.821539,  7.30,    8.821586,  7.48
   8.828321,  7.29,    8.710336,  7.34,    8.828484,  7.30,    8.828530,  7.48
   8.835266,  7.29,    8.717280,  7.33,    8.835428,  7.30,    8.835475,  7.48
   8.842211,  7.29,    8.724224,  7.33,    8.842373,  7.30,    8.842419,  7.48
   8.849155,  7.29,    8.731169,  7.34,    8.849318,  7.30,    8.849363,  7.48
   8.856099,  7.29,    8.738113,  7.34,    8.856261,  7.30,    8.856308,  7.48
   8.863044,  7.29,    8.745058,  7.34,    8.863206,  7.30,    8.863253,  7.49
   8.869988,  7.29,    8.752003,  7.33,    8.870151,  7.30,    8.870196,  7.49
   8.876933,  7.29,    8.758946,  7.34,    8.877095,  7.30,    8.877141,  7.48
   8.883878,  7.29,    8.765891,  7.34,    8.884039,  7.30,    8.884086,  7.48
   8.890821,  7.29,    8.772836,  7.33,    8.890984,  7.30,    8.891030,  7.49
   8.897766,  7.29,    8.779780,  7.32,    8.897928,  7.30,    8.897975,  7.48
   8.904711,  7.29,    8.786724,  7.34,    8.904873,  7.30,    8.904919,  7.49
   8.911655,  7.29,    8.793669,  7.34,    8.911818,  7.30,    8.911863,  7.49
   8.918599,  7.29,    8.800613,  7.33,    8.918761,  7.30,    8.918808,  7.49
   8.925544,  7.29,    8.807558,  7.34,    8.925706,  7.30,    8.925753,  7.49
   8.932488,  7.29,    8.814503,  7.34,    8.932651,  7.30,    8.932696,  7.48
   8.939433,  7.29,    8.821446,  7.34,    8.939595,  7.30,    8.939641,  7.49
   8.946378,  7.29,    8.828391,  7.34,    8.946539,  7.30,    8.946586,  7.49
   8.953321,  7.29,    8.835336,  7.34,    8.953484,  7.30,    8.953530,  7.49
   8.960266,  7.29,    8.842280,  7.34,    8.960428,  7.30,    8.960475,  7.50
   8.967211,  7.29,    8.849224,  7.34,    8.967373,  7.30,    8.967419,  7.49
   8.974155,  7.29,    8.856169,  7.34,    8.974318,  7.30,    8.974363,  7.49
   8.981099,  7.29,    8.863113,  7.34,    8.981261,  7.30,    8.981308,  7.49
   8.988044,  7.29,    8.870058,  7.34,    8.988206,  7.30,    8.988253,  7.49
   8.994988,  7.29,    8.877003,  7.35,    8.995151,  7.30,    8.995196,  7.50
   9.001933,  7.29,    8.883946,  7.34,    9.002095,  7.30,    9.002141,  7.50
   9.008878,  7.29,    8.890891,  7.34,    9.009039,  7.30,    9.009086,  7.49
   9.015821,  7.29,    8.897836,  7.34,    9.015984,  7.30,    9.016030,  7.50
   9.022766,  7.29,    8.904780,  7.34,    9.022928,  7.30,    9.022975,  7.50
   9.029711,  7.29,    8.911724,  7.35,    9.029873,  7.30,    9.029919,  7.50
   9.036655,  7.29,    8.918669,  7.34,    9.036818,  7.30,    9.036863,  7.50
   9.043599,  7.29,    8.925613,  7.34,    9.043761,  7.30,    9.043808,  7.49
   9.050544,  7.29,    8.932558,  7.35,    9.050706,  7.30,    9.050753,  7.50
   9.057488,  7.29,    8.939503,  7.35,    9.057651,  7.30,    9.057696,  7.50
   9.064433,  7.29,    8.946446,  7.34,    9.064595,  7.30,    9.064641,  7.50
   9.071378,  7.29,    8.953391,  7.34,    9.071539,  7.30,    9.071586,  7.50
   9.078321,  7.29,    8.960336,  7.34,    9.078484,  7.30,    9.078530,  7.50
   9.085266,  7.29,    8.967280,  7.35,    9.085428,  7.30,    9.085475,  7.50
   9.092211,  7.29,    8.974224,  7.35,    9.092373,  7.30,    9.092419,  7.51
   9.099155,  7.29,    8.981169,  7.35,    9.099318,  7.30,    9.099363,  7.51
   9.106099,  7.29,    8.988113,  7.35,    9.106261,  7.30,    9.106308,  7.50
   9.113044,  7.29,    8.995058,  7.35,    9.113206,  7.30,    9.113253,  7.51
   9.119988,  7.29,    9.002003,  7.36,    9.120151,  7.30,    9.120196,  7.51
   9.126933,  7.29,    9.008946,  7.35,    9.127095,  7.30,    9.127141,  7.51
   9.133878,  7.29,    9.015891,  7.35,    9.134039,  7.30,    9.134086,  7.51
   9.140821,  7.29,    9.022836,  7.35,    9.140984,  7.30,    9.141030,  7.51
   9.147766,  7.29,    9.029780,  7.36,    9.147928,  7.30,    9.147975,  7.51
   9.154711,  7.29,    9.036724,  7.35,    9.154873,  7.30,    9.154919,  7.51
   9.161655,  7.29,    9.043669,  7.36,    9.161818,  7.30,    9.161863,  7.52
   9.168599,  7.29,    9.050613,  7.36,    9.168761,  7.30,    9.168808,  7.51
   9.175544,  7.29,    9.057558,  7.36,    9.175706,  7.30,    9.175753,  7.52
   9.182488,  7.28,    9.064503,  7.36,    9.182651,  7.30,    9.182696,  7.52
   9.189433,  7.28,    9.071446,  7.36,    9.189595,  7.30,    9.189641,  7.52
   9.196378,  7.28,    9.078391,  7.35,    9.196539,  7.30,    9.196586,  7.52
   9.203321,  7.28,    9.085336,  7.36,    9.203484,  7.30,    9.203530,  7.53
   9.210266,  7.28,    9.092280,  7.36,    9.210428,  7.30,    9.210475,  7.53
   9.217211,  7.28,    9.099224,  7.36,    9.217373,  7.30,    9.217419,  7.53
   9.224155,  7.28,    9.106169,  7.36,    9.224318,  7.30,    9.224363,  7.53
   9.231099,  7.28,    9.113113,  7.37,    9.231261,  7.30,    9.231308,  7.53
   9.238044,  7.28,    9.120058,  7.36,    9.238206,  7.30,    9.238253,  7.53
   9.244988,  7.28,    9.127003,  7.36,    9.245151,  7.30,    9.245196,  7.53
   9.251933,  7.28,    9.133946,  7.37,    9.252095,  7.30,    9.252141,  7.53
   9.258878,  7.28,    9.140891,  7.37,    9.259039,  7.30,    9.259086,  7.53
   9.265821,  7.28,    9.147836,  7.37,    9.265984,  7.30,    9.266030,  7.53
   9.272766,  7.28,    9.154780,  7.37,    9.272928,  7.30,    9.272975,  7.53
   9.279711,  7.28,    9.161724,  7.38,    9.279873,  7.30,    9.279919,  7.53
   9.286655,  7.28,    9.168669,  7.38,    9.286818,  7.30,    9.286863,  7.53
   9.293599,  7.28,    9.175613,  7.37,    9.293761,  7.30,    9.293808,  7.53
   9.300544,  7.28,    9.182558,  7.37,    9.300706,  7.30,    9.300753,  7.54
   9.307488,  7.28,    9.189503,  7.38,    9.307651,  7.30,    9.307696,  7.53
   9.314433,  7.28,    9.196446,  7.38,    9.314595,  7.30,    9.314641,  7.53
   9.321378,  7.28,    9.203391,  7.38,    9.321539,  7.30,    9.321586,  7.54
   9.328321,  7.28,    9.210336,  7.38,    9.328484,  7.30,    9.328530,  7.54
   9.335266,  7.28,    9.217280,  7.38,    9.335428,  7.30,    9.335475,  7.53
   9.342211,  7.28,    9.224224,  7.38,    9.342373,  7.30,    9.342419,  7.54
   9.349155,  7.28,    9.231169,  7.38,    9.349318,  7.30,    9.349363,  7.54
   9.356099,  7.28,    9.238113,  7.36,    9.356261,  7.30,    9.356308,  7.54
   9.363044,  7.28,    9.245058,  7.36,    9.363206,  7.30,    9.363253,  7.54
   9.369988,  7.28,    9.252003,  7.36,    9.370151,  7.30,    9.370196,  7.54
   9.376933,  7.28,    9.258946,  7.36,    9.377095,  7.30,    9.377141,  7.54
   9.383878,  7.28,    9.265891,  7.36,    9.384039,  7.30,    9.384086,  7.55
   9.390821,  7.28,    9.272836,  7.36,    9.390984,  7.30,    9.391030,  7.55
   9.397766,  7.28,    9.279780,  7.36,    9.397928,  7.30,    9.397975,  7.54
   9.404711,  7.28,    9.286724,  7.36,    9.404873,  7.30,    9.404919,  7.54
   9.411655,  7.28,    9.293669,  7.36,    9.411818,  7.30,    9.411863,  7.55
   9.418599,  7.28,    9.300613,  7.36,    9.418761,  7.30,    9.418808,  7.55
   9.425544,  7.28,    9.307558,  7.37,    9.425706,  7.30,    9.425753,  7.55
   9.432488,  7.28,    9.314503,  7.36,    9.432651,  7.30,    9.432696,  7.55
